Comment,Compound,Positive,Negative,Neutral
"Note that Trump appoints people who are completely far from the position they did in life! Just like Putin did! Shoigu, who was a forest hunter, suddenly became the Minister of Defense!

Surrounded himself in the Kremlin with thieves and criminals. What awaits America next? Nothing good...!",-0.7067,0.097,0.15,0.753
Complete Bull**** Spewed - CBS,0.0,0.0,0.0,1.0
"Government employees are taking advantage of the American public. Mainly government workers in law enforcement, department of homeland security, department of defense etc. Americans are being used to fund these people’s salaries and lifestyles.",0.5994,0.16,0.0,0.84
"Yeah ""they"" put a lot of bullsh!t charges on Trump also. Howd' that work out?
 Wait until you learn about ""the Council"", Then all your heads are going to explode. 
Go gettem' Matt, timing is everything.",0.1007,0.066,0.056,0.878
Detached from the USA..,-0.128,0.0,0.333,0.667
"Oh boy, more democrat propaganda anonymous democrat, 30 year old sexual assault allegations, right propaganda?",-0.8104,0.0,0.411,0.589
If trump could be president then I'm not surprised Matt Haetz would qualify as AG especially in the eyes of Donald Trump lol,0.281,0.11,0.065,0.825
ABC is garbage,0.0,0.0,0.0,1.0
"Government employees are taking advantage of the American public. Mainly government workers in law enforcement, department of homeland security, department of defense etc. Americans are being used to fund these people’s salaries and lifestyles.",0.5994,0.16,0.0,0.84
ABC 🔤 B's,0.0,0.0,0.0,1.0
Wonderful pick,0.5719,0.787,0.0,0.213
"This piece is a tap dance session in rain boots. I love the fact that nothing they say can make a difference. Given the fact they recognize they misjudged the voting public, they are now using cautionary language to not offend their viewers….but it ain’t working",0.7259,0.129,0.0,0.871
ABC fake news,-0.4767,0.0,0.608,0.392
Great news…❤,0.6249,0.804,0.0,0.196
"I would be delighted to learn why he selected such an unworthy nominee.

However, we are certainly not going to get anything resembling reasoned or sound analysis from the partisan hack network ABC.",0.4019,0.151,0.08,0.769
"He will be an awesome AG! The fact that the lefties are crying over it, is a good sign that he is the right person for the job!",0.6688,0.219,0.089,0.692
If beivis and butthead had a love child. It would look like matt gaetz,0.7717,0.379,0.0,0.621
"Ah yes!
The failed abc fake news is at it again!
As expected, the fake news media is having trouble with the President! 
Here's my advice to the fake news media and the j's who own and control abc and all fake news media:
Get over it!
Take your meds, talk to your therapist, and deal with it!",-0.9507,0.037,0.267,0.696
"Ah yes!
The failed abc fake news is at it again!
As expected, the fake news media is having trouble with the President! 
Here's my advice to the fake news media and the j's who own and control abc and all fake news media:
Get over it!
Take your meds, talk to your therapist, and deal with it!",-0.9507,0.037,0.267,0.696
"A sex trafficker at AG... just wow.

Lots of Russian bots on the comments today as well. Usually YouTube shadowbans me for saying this so we'll see if anyone sees this.",0.7096,0.174,0.0,0.826
He hasn’t dodged near the bullets that the Bidens have…. So way to go Trump,0.0,0.0,0.0,1.0
"Ummmm how could abc have any possible idea what's ""inside"" trumps decision on anything!!! They are obviously clueless on most things!!! Wake up people",-0.5673,0.0,0.138,0.862
"There’s not that much to dissect.  Kiss Trump’s butt enough, he’ll give you a job.  No qualifications necessary.",0.1531,0.14,0.11,0.75
"I thought i could not like matt more drugs, woman, rock n roll and da law",-0.2755,0.0,0.15,0.85
Outlandish?,0.0,0.0,0.0,1.0
Only in America.,0.0,0.0,0.0,1.0
"Nancy, shift, Schumer,  biden,  hunter, all calls blocked to gates. No begging now.",-0.5106,0.0,0.281,0.719
Matt all the way- 100% NEED HIM!!!!,0.0,0.0,0.0,1.0
Oh right. Zero integrity leftist trash abc going to give you the true story!!! Ok Jussie!!!,0.8302,0.403,0.0,0.597
Welcome to the circus.,0.4588,0.5,0.0,0.5
"""moral compass"" ?  the media shouldn't use big terms they know nothing about",0.0,0.0,0.0,1.0
I hope he has an entourage of 16 year olds for 4 years. How is this news?,0.4404,0.172,0.0,0.828
"This is a test for the Republicans, who’s MAGA and who’s not, who’s a “RINO” and who’s not. It’s meant to shake the cage and check loyalty of his party. Because frankly the MAGA base wants the craziness and they’ll vote accordingly.",0.4404,0.133,0.092,0.774
Gatez belongs in prison!,-0.5562,0.0,0.545,0.455
Yes that what it should be trump pick who he wants  trump is not popet,0.4019,0.162,0.0,0.838
Only the far left Republicans don't like Matt Gates aka the swamp!!!,-0.4563,0.0,0.213,0.787
It's impossible for me to take msm seriously.  Every story is blatantly bias! Sad.,-0.6696,0.0,0.371,0.629
"Matt is a fantastic choice for the position. I totally agree with the President on this. 
As usual, and as expected, his choices are spot on and right on the money. 
Great choice Mr. President. 
Good luck to the both of you.",0.9468,0.319,0.0,0.681
"Why does everybody he picks, looks like a con man crook ?",0.3612,0.217,0.0,0.783
I am very very happy with Gaetz. He is a str8 G.,0.6453,0.322,0.0,0.678
Christ is King. His Kingdom will soon be established and all fake governments will be abolished. His Kingdom will be glorious,0.2732,0.16,0.118,0.722
Its afraid,0.0,0.0,0.0,1.0
"Matt tried to get FBI to show the whereabouts of the hunter Biden laptop containing child porn ,but they don't know where it is 🤣",0.0,0.0,0.0,1.0
"Gates is a good man, but a hog out of the swAmp would be better by that alone",0.5106,0.272,0.117,0.61
They were going to do what trump wants. What does Trump wan? Justice maybe 😊,0.5267,0.207,0.0,0.793
Next all false propaganda network  had to be out of business for lying and propaganda vs mr Trump   abc cbs msnbc cnn pbs scripps network   piss of garbage,-0.8442,0.0,0.296,0.704
This was Matt Gaetz chance to resign before the ethics committee released the report on him with underage females.  Don't be duped.  Do the research.  Gaetz is a horrible human.  Keeps great company with disgusting traitor convict draft dodger trump.,-0.2187,0.166,0.183,0.65
"Sweeping victory?
Biden beat Trump by a much greater margin in 2020.
This was far from huge.
BTW, Gaetz? Birds of a feather...",0.6322,0.214,0.0,0.786
YUP pick a guy that the swamp tried to lynch......👍👍👍👍👍👍💯💯💯💯💯you can hear the rat's squealing so you know it's got em riled up.....,0.0,0.0,0.0,1.0
"I hope most of these comments are foreign actor propaganda, because the alternative is entirely too depressing.",-0.2449,0.14,0.235,0.626
Its bs. None of these people should be in charge of us. Who wants to bet we will het poorer and magically they will all be rich.,0.2732,0.116,0.08,0.804
The media 😂😂 you remember the laptop,0.0,0.0,0.0,1.0
Boy are they shaking in their boots😂😂😂😂😂😂😂😂😂😂😂😂. Get em!!!!,-0.4344,0.0,0.264,0.736
Genius pick,0.0,0.0,0.0,1.0
Gaetz is a great choice,0.6249,0.577,0.0,0.423
The only good thing about this is that he is pro legalization of weed.,0.4404,0.182,0.0,0.818
Crooks working with crooks to crook Americans'!,0.0,0.0,0.0,1.0
Matt looks like a joker indeed😂,0.4588,0.571,0.0,0.429
God help us all,0.5859,0.706,0.0,0.294
a sexual predator as AG? What has america come down to 😂,0.0,0.0,0.0,1.0
Trump must appoint Gaetz as special counsel,0.4019,0.31,0.0,0.69
"Gaetz looks demonic, but he is one very smart guy. Knowledgeable, quick and articulate
So he got some sweet ass. Yawn.",0.5006,0.26,0.155,0.586
"YEAH, keep acting like this is all normal ABC. You're part the reason he's back in office because you, as a network, decided to report him like a normal candidate.  

So except for this comment I do not watch ABC/NBC or CBS and FOX propaganda, they're all the same.  Stroking MAGA and trump to the win.",0.8668,0.19,0.032,0.778
I have some reservations. We rejected him as Speaker of the House for a good reason.,-0.1027,0.159,0.181,0.659
He just looks cartoonishly evil.,-0.6597,0.0,0.524,0.476
I like how Trump picks people that were targeted by these same institutions. Making them experts in what needs to change. And a media (to the extent they have any viewers) will need to get their audience up to speed on all these controversies they ignored or helped create.,0.3182,0.09,0.045,0.864
"Trump did what the f-ing senate swamp rinos feared with this pick,he chose someone they hate as much as they hate Trump now they either prove they’re on board with the Trump agenda or are they going to side with their democrat buddies 😂",-0.891,0.0,0.209,0.791
The other attorney generals under trump underminned him and got him into the Mueller probe so yes he is going to want someone loyal.eric holder and Merrick Garland were both partisan hacks,0.5847,0.138,0.0,0.862
And the Fake news continues 😆🇺🇸,-0.4767,0.0,0.383,0.617
This is a joke right 😢,0.296,0.423,0.0,0.577
"Lisa Murkowski is a democrat that ran as a republican so she'd get elected anyway, so her position is zero suprise",0.0,0.0,0.0,1.0
everyone here seems to be forgetting Gaetz had sex with a 17 year old girl as a near 40 year old. politics aside that is truly disgusting,-0.128,0.099,0.116,0.785
"Trump appeared focused on compiling a team with two main criteria: complete devotion to him, and Israel.",0.6808,0.286,0.0,0.714
Isn’t this the same dude who got caught Sex trafficking a minor just 2 years ago?,0.0,0.0,0.0,1.0
Matt is the right pick,0.0,0.0,0.0,1.0
Dems are on thin ice.,0.0,0.0,0.0,1.0
Merrick Garland corrupt and now a sexual abuse for attorney general what's going on in America 💩💩💩💩💩💩💩💩💩💩💩💩,-0.6369,0.0,0.219,0.781
"😂😂😂 Next on the Trump Clown Show, SpongeBob will be appointed Chairman of the Joint Chiefs. 😅😅😅",0.0,0.0,0.0,1.0
Trump is getting yes men fixers to amass power in the executive branch and the people that put the tism in patriotism will applaud him for it.,0.6908,0.186,0.0,0.814
"There's nothing to it.  
The whole application is ""will you anything And everything trump wants without question?"" 
That's it.",0.0,0.0,0.0,1.0
"Oh.. I see.. ABC liberal controlled news. You guys are same as CNN. I hope your rating tank as well. You are disrespectful toward the man we overwhelmingly voted for President…your opinions are far left. By the way, Murkowski cheated because if RCV  … as a life long Alaskan I know this. You all remind mevif the “view”.",0.0516,0.085,0.082,0.833
These are the same clowns that told you Biden was fit to be president and that Kamala qualified to be president,0.3612,0.111,0.0,0.889
"Sorry, the fact that people are acting like Susie Wiles is effective restraining Trump when he said “they’re eating the cats and dogs” is laughable. She’s not restraining anything",0.6705,0.205,0.039,0.755
If you don't like someone slander them ?,-0.2755,0.0,0.26,0.74
Thats one hell of a five head.,-0.6808,0.0,0.479,0.521
Abc has zero clue.,0.0,0.0,0.0,1.0
Trump picked a guy for AG thats accused of sex trafficking.....yup sounds right. He is picking yes men to surround himself with so he has no boundaries. Trump aint leaving after 4 years. This is just the start.,-0.2415,0.067,0.116,0.818
"Trump alone, was never the problem.  THIS was always the problem.",0.3645,0.311,0.138,0.551
Both sides are insane.  Shits getting worse.,-0.836,0.0,0.69,0.31
Somebody flew over the cuckoo's nest!!😂,0.0,0.0,0.0,1.0
Matt Gaetz will be a wonderful Attorney General. He's incredibly smart.  Hes gone through hell from Merrit Garland.   Look what the Demoncrats have done to Trump.  These Demoncrats are evil.,-0.5118,0.164,0.221,0.614
Why didn't Trump appoint Jack The Ripper... Or Count Dracula The Impaler? Freddy Krueger?,0.0,0.0,0.0,1.0
Gaetz has got them scared. Totally great pick.,0.3597,0.33,0.218,0.451
I guarantee you Gaetz has dirt on Trump and vice versa,-0.1027,0.161,0.194,0.645
"If Gaetz exposes the corruption at the DOJ that would be a good thing. Biden Admin., weaponized the DOJ against so many Americans, time to expose the corruption.",0.2023,0.097,0.103,0.8
Matt is an excellent choice.,0.5719,0.481,0.0,0.519
"ah ha ha ha, oh boo hoo, we target people n then get mad wen they target us back. wah, wah, wah, it's not fair! u can't do that! only we can!",0.443,0.211,0.135,0.654
Nice view count dorks….. “Hugely” to pick the top cop to avoid an investigation… you are just dorks,0.2263,0.206,0.166,0.628
Now I know that our country is FUBAR!!!!,0.0,0.0,0.0,1.0
Trump is carrying out his promise (from after he lost in 2020) to destroy America. Unreal. Is there really nothing we can do to save our country from these power hungry idiots? All they are doing is pleasing Putin.,0.4767,0.183,0.119,0.698
